mixture_ID,mixture_path,source_1_path,source_2_path,length
1867-154075-0026_3440-171009-0021,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1867-154075-0026_3440-171009-0021.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1867-154075-0026_3440-171009-0021.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1867-154075-0026_3440-171009-0021.wav,226240.0
83-3054-0009_6367-65536-0061,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/83-3054-0009_6367-65536-0061.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/83-3054-0009_6367-65536-0061.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/83-3054-0009_6367-65536-0061.wav,259600.0
6454-107462-0008_4214-7146-0052,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6454-107462-0008_4214-7146-0052.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6454-107462-0008_4214-7146-0052.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6454-107462-0008_4214-7146-0052.wav,262000.0
6064-56165-0021_1624-142933-0042,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6064-56165-0021_1624-142933-0042.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6064-56165-0021_1624-142933-0042.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6064-56165-0021_1624-142933-0042.wav,205120.0
3526-176653-0014_6836-61803-0027,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/3526-176653-0014_6836-61803-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/3526-176653-0014_6836-61803-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/3526-176653-0014_6836-61803-0027.wav,248320.0
89-219-0034_254-12312-0017,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/89-219-0034_254-12312-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/89-219-0034_254-12312-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/89-219-0034_254-12312-0017.wav,243040.0
3982-182255-0004_405-130895-0008,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/3982-182255-0004_405-130895-0008.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/3982-182255-0004_405-130895-0008.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/3982-182255-0004_405-130895-0008.wav,247600.0
1116-132847-0020_2159-179154-0019,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1116-132847-0020_2159-179154-0019.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1116-132847-0020_2159-179154-0019.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1116-132847-0020_2159-179154-0019.wav,252880.0
1841-179183-0025_6476-57446-0028,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1841-179183-0025_6476-57446-0028.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1841-179183-0025_6476-57446-0028.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1841-179183-0025_6476-57446-0028.wav,238080.0
7367-86737-0061_6181-216552-0083,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7367-86737-0061_6181-216552-0083.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7367-86737-0061_6181-216552-0083.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7367-86737-0061_6181-216552-0083.wav,220560.0
460-172359-0063_40-222-0066,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/460-172359-0063_40-222-0066.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/460-172359-0063_40-222-0066.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/460-172359-0063_40-222-0066.wav,231280.0
6272-70168-0000_8419-286676-0033,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6272-70168-0000_8419-286676-0033.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6272-70168-0000_8419-286676-0033.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6272-70168-0000_8419-286676-0033.wav,192880.0
4018-103416-0014_5561-41615-0021,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4018-103416-0014_5561-41615-0021.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4018-103416-0014_5561-41615-0021.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4018-103416-0014_5561-41615-0021.wav,213040.0
7226-86965-0004_5456-62043-0023,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7226-86965-0004_5456-62043-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7226-86965-0004_5456-62043-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7226-86965-0004_5456-62043-0023.wav,259040.0
6181-216552-0001_7067-76047-0046,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6181-216552-0001_7067-76047-0046.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6181-216552-0001_7067-76047-0046.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6181-216552-0001_7067-76047-0046.wav,214720.0
1116-132847-0033_3830-12530-0027,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1116-132847-0033_3830-12530-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1116-132847-0033_3830-12530-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1116-132847-0033_3830-12530-0027.wav,241360.0
5192-19397-0018_4859-29340-0014,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5192-19397-0018_4859-29340-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5192-19397-0018_4859-29340-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5192-19397-0018_4859-29340-0014.wav,248080.0
1081-125237-0081_587-54108-0023,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1081-125237-0081_587-54108-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1081-125237-0081_587-54108-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1081-125237-0081_587-54108-0023.wav,238720.0
250-142286-0004_6531-61334-0120,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/250-142286-0004_6531-61334-0120.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/250-142286-0004_6531-61334-0120.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/250-142286-0004_6531-61334-0120.wav,134480.0
5678-43301-0009_839-130898-0044,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5678-43301-0009_839-130898-0044.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5678-43301-0009_839-130898-0044.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5678-43301-0009_839-130898-0044.wav,235040.0
1116-132847-0022_3607-135982-0029,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1116-132847-0022_3607-135982-0029.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1116-132847-0022_3607-135982-0029.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1116-132847-0022_3607-135982-0029.wav,226720.0
1088-134315-0042_7402-90848-0020,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1088-134315-0042_7402-90848-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1088-134315-0042_7402-90848-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1088-134315-0042_7402-90848-0020.wav,266240.0
1926-147987-0024_5393-19219-0059,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1926-147987-0024_5393-19219-0059.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1926-147987-0024_5393-19219-0059.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1926-147987-0024_5393-19219-0059.wav,249360.0
2911-7601-0003_2518-154826-0025,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2911-7601-0003_2518-154826-0025.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2911-7601-0003_2518-154826-0025.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2911-7601-0003_2518-154826-0025.wav,239840.0
5339-14133-0008_2002-139469-0060,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5339-14133-0008_2002-139469-0060.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5339-14133-0008_2002-139469-0060.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5339-14133-0008_2002-139469-0060.wav,218560.0
4267-72637-0016_3723-171631-0024,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4267-72637-0016_3723-171631-0024.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4267-72637-0016_3723-171631-0024.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4267-72637-0016_3723-171631-0024.wav,230160.0
4640-19187-0006_587-54108-0005,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4640-19187-0006_587-54108-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4640-19187-0006_587-54108-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4640-19187-0006_587-54108-0005.wav,245440.0
298-126791-0039_445-123860-0016,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/298-126791-0039_445-123860-0016.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/298-126791-0039_445-123860-0016.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/298-126791-0039_445-123860-0016.wav,218080.0
7780-274562-0040_250-142286-0017,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7780-274562-0040_250-142286-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7780-274562-0040_250-142286-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7780-274562-0040_250-142286-0017.wav,195760.0
6147-34607-0004_27-124992-0023,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6147-34607-0004_27-124992-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6147-34607-0004_27-124992-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6147-34607-0004_27-124992-0023.wav,206240.0
3699-175950-0011_6476-96661-0004,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/3699-175950-0011_6476-96661-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/3699-175950-0011_6476-96661-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/3699-175950-0011_6476-96661-0004.wav,245920.0
8609-283227-0007_4297-13009-0035,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8609-283227-0007_4297-13009-0035.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8609-283227-0007_4297-13009-0035.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8609-283227-0007_4297-13009-0035.wav,259360.0
8747-293952-0074_4051-11218-0004,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8747-293952-0074_4051-11218-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8747-293952-0074_4051-11218-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8747-293952-0074_4051-11218-0004.wav,211120.0
5104-33407-0033_8324-286682-0003,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5104-33407-0033_8324-286682-0003.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5104-33407-0033_8324-286682-0003.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5104-33407-0033_8324-286682-0003.wav,238240.0
6836-76549-0002_839-130898-0018,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6836-76549-0002_839-130898-0018.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6836-76549-0002_839-130898-0018.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6836-76549-0002_839-130898-0018.wav,212880.0
7078-271888-0082_8630-305212-0000,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7078-271888-0082_8630-305212-0000.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7078-271888-0082_8630-305212-0000.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7078-271888-0082_8630-305212-0000.wav,225040.0
5463-39173-0047_1116-132851-0020,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5463-39173-0047_1116-132851-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5463-39173-0047_1116-132851-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5463-39173-0047_1116-132851-0020.wav,224960.0
7517-100437-0001_201-122255-0017,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7517-100437-0001_201-122255-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7517-100437-0001_201-122255-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7517-100437-0001_201-122255-0017.wav,262240.0
1355-39947-0032_5339-14133-0038,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1355-39947-0032_5339-14133-0038.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1355-39947-0032_5339-14133-0038.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1355-39947-0032_5339-14133-0038.wav,235840.0
163-121908-0010_2384-152900-0076,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/163-121908-0010_2384-152900-0076.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/163-121908-0010_2384-152900-0076.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/163-121908-0010_2384-152900-0076.wav,251760.0
201-122255-0037_32-21625-0017,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/201-122255-0037_32-21625-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/201-122255-0037_32-21625-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/201-122255-0037_32-21625-0017.wav,207040.0
6836-61803-0018_1246-124548-0043,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6836-61803-0018_1246-124548-0043.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6836-61803-0018_1246-124548-0043.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6836-61803-0018_1246-124548-0043.wav,243040.0
5163-39921-0051_3486-166446-0014,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5163-39921-0051_3486-166446-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5163-39921-0051_3486-166446-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5163-39921-0051_3486-166446-0014.wav,220720.0
5022-29405-0022_4362-15663-0048,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5022-29405-0022_4362-15663-0048.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5022-29405-0022_4362-15663-0048.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5022-29405-0022_4362-15663-0048.wav,254240.0
3440-171006-0025_4214-7146-0014,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/3440-171006-0025_4214-7146-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/3440-171006-0025_4214-7146-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/3440-171006-0025_4214-7146-0014.wav,243920.0
426-122821-0042_7505-258964-0017,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/426-122821-0042_7505-258964-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/426-122821-0042_7505-258964-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/426-122821-0042_7505-258964-0017.wav,230320.0
8465-246940-0022_4441-76250-0019,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8465-246940-0022_4441-76250-0019.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8465-246940-0022_4441-76250-0019.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8465-246940-0022_4441-76250-0019.wav,224960.0
5390-30096-0030_481-123720-0026,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5390-30096-0030_481-123720-0026.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5390-30096-0030_481-123720-0026.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5390-30096-0030_481-123720-0026.wav,240160.0
7402-90848-0035_6064-56165-0006,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7402-90848-0035_6064-56165-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7402-90848-0035_6064-56165-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7402-90848-0035_6064-56165-0006.wav,235280.0
1743-142913-0005_289-121652-0000,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1743-142913-0005_289-121652-0000.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1743-142913-0005_289-121652-0000.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1743-142913-0005_289-121652-0000.wav,226640.0
5322-7678-0001_6272-70171-0005,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5322-7678-0001_6272-70171-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5322-7678-0001_6272-70171-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5322-7678-0001_6272-70171-0005.wav,231760.0
32-4137-0040_89-219-0040,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/32-4137-0040_89-219-0040.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/32-4137-0040_89-219-0040.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/32-4137-0040_89-219-0040.wav,237280.0
2007-132570-0051_2952-410-0034,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2007-132570-0051_2952-410-0034.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2007-132570-0051_2952-410-0034.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2007-132570-0051_2952-410-0034.wav,246160.0
6925-80680-0000_3723-171115-0012,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6925-80680-0000_3723-171115-0012.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6925-80680-0000_3723-171115-0012.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6925-80680-0000_3723-171115-0012.wav,237280.0
7511-102420-0023_3807-4923-0022,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7511-102420-0023_3807-4923-0022.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7511-102420-0023_3807-4923-0022.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7511-102420-0023_3807-4923-0022.wav,262560.0
1263-138246-0036_8425-292520-0028,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1263-138246-0036_8425-292520-0028.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1263-138246-0036_8425-292520-0028.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1263-138246-0036_8425-292520-0028.wav,197440.0
1235-135883-0032_8108-274318-0004,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1235-135883-0032_8108-274318-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1235-135883-0032_8108-274318-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1235-135883-0032_8108-274318-0004.wav,242080.0
8238-274553-0017_2289-152257-0001,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8238-274553-0017_2289-152257-0001.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8238-274553-0017_2289-152257-0001.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8238-274553-0017_2289-152257-0001.wav,252400.0
1088-134315-0046_6437-66173-0014,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1088-134315-0046_6437-66173-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1088-134315-0046_6437-66173-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1088-134315-0046_6437-66173-0014.wav,222000.0
887-123291-0035_3982-182255-0008,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/887-123291-0035_3982-182255-0008.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/887-123291-0035_3982-182255-0008.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/887-123291-0035_3982-182255-0008.wav,256400.0
911-128684-0020_103-1241-0025,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/911-128684-0020_103-1241-0025.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/911-128684-0020_103-1241-0025.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/911-128684-0020_103-1241-0025.wav,213600.0
2416-152137-0021_8123-275216-0045,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2416-152137-0021_8123-275216-0045.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2416-152137-0021_8123-275216-0045.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2416-152137-0021_8123-275216-0045.wav,256640.0
2416-152137-0009_4680-16041-0005,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2416-152137-0009_4680-16041-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2416-152137-0009_4680-16041-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2416-152137-0009_4680-16041-0005.wav,224960.0
7078-271888-0013_229-130880-0027,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7078-271888-0013_229-130880-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7078-271888-0013_229-130880-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7078-271888-0013_229-130880-0027.wav,241120.0
426-122822-0028_3440-171006-0020,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/426-122822-0028_3440-171006-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/426-122822-0028_3440-171006-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/426-122822-0028_3440-171006-0020.wav,223120.0
5561-41615-0044_2289-152257-0027,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5561-41615-0044_2289-152257-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5561-41615-0044_2289-152257-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5561-41615-0044_2289-152257-0027.wav,103840.0
4267-72637-0005_1723-141149-0074,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4267-72637-0005_1723-141149-0074.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4267-72637-0005_1723-141149-0074.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4267-72637-0005_1723-141149-0074.wav,213840.0
5022-29405-0033_2817-142380-0003,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5022-29405-0033_2817-142380-0003.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5022-29405-0033_2817-142380-0003.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5022-29405-0033_2817-142380-0003.wav,232400.0
4051-11217-0004_5104-33406-0054,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4051-11217-0004_5104-33406-0054.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4051-11217-0004_5104-33406-0054.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4051-11217-0004_5104-33406-0054.wav,231440.0
5339-14134-0050_5104-33407-0002,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5339-14134-0050_5104-33407-0002.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5339-14134-0050_5104-33407-0002.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5339-14134-0050_5104-33407-0002.wav,244320.0
1447-130550-0022_1898-145724-0000,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1447-130550-0022_1898-145724-0000.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1447-130550-0022_1898-145724-0000.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1447-130550-0022_1898-145724-0000.wav,245760.0
254-145458-0002_696-93314-0010,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/254-145458-0002_696-93314-0010.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/254-145458-0002_696-93314-0010.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/254-145458-0002_696-93314-0010.wav,246640.0
6209-34601-0021_6064-56165-0036,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6209-34601-0021_6064-56165-0036.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6209-34601-0021_6064-56165-0036.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6209-34601-0021_6064-56165-0036.wav,256400.0
1624-142933-0023_5104-33407-0006,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1624-142933-0023_5104-33407-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1624-142933-0023_5104-33407-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1624-142933-0023_5104-33407-0006.wav,234480.0
3440-171006-0004_4267-72637-0018,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/3440-171006-0004_4267-72637-0018.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/3440-171006-0004_4267-72637-0018.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/3440-171006-0004_4267-72637-0018.wav,223600.0
4051-11217-0030_4195-186237-0017,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4051-11217-0030_4195-186237-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4051-11217-0030_4195-186237-0017.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4051-11217-0030_4195-186237-0017.wav,246800.0
446-123502-0016_8098-275181-0002,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/446-123502-0016_8098-275181-0002.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/446-123502-0016_8098-275181-0002.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/446-123502-0016_8098-275181-0002.wav,235040.0
6848-252322-0018_909-131041-0001,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6848-252322-0018_909-131041-0001.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6848-252322-0018_909-131041-0001.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6848-252322-0018_909-131041-0001.wav,268480.0
3807-4923-0048_307-127539-0006,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/3807-4923-0048_307-127539-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/3807-4923-0048_307-127539-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/3807-4923-0048_307-127539-0006.wav,268640.0
5322-7679-0031_1088-134315-0040,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5322-7679-0031_1088-134315-0040.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5322-7679-0031_1088-134315-0040.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5322-7679-0031_1088-134315-0040.wav,207920.0
